日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20241031,8165,千趣会,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8166,タカキュー,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8167,リテールパートナーズ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8173,上新電機,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,8174,日本瓦斯,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,8179,ロイヤルホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,8181,東天紅,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8182,いなげや,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8185,チヨダ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8194,ライフコーポレーション,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,8198,マックスバリュ東海,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,8200,リンガーハット,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,8202,ラオックスホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,8203,ＭｒＭａｘＨＤ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8207,テンアライド,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8208,エンチョー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,8209,フレンドリー,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,8214,ＡＯＫＩホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,8215,銀座山形屋,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,8217,オークワ,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8218,コメリ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,8219,青山商事,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,8225,タカチホ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,8226,理経,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20241031,8227,しまむら,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,8230,はせがわ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8233,高島屋,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,8237,松屋,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,8242,エイチ・ツー・オー　リテイリング,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,8244,近鉄百貨店,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8247,大和,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,8252,丸井グループ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,8253,クレディセゾン,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,4,TOPIX Mid400
20241031,8254,さいか屋,スタンダード（内国株式）,6100,小売業,14,小売,-,-
20241031,8255,アクシアル　リテイリング,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8260,井筒屋,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8267,イオン,プライム（内国株式）,6100,小売業,14,小売,2,TOPIX Large70
20241031,8273,イズミ,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,8275,フォーバル,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,8276,平和堂,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,8278,フジ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,8279,ヤオコー,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,8281,ゼビオホールディングス,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20241031,8282,ケーズホールディングス,プライム（内国株式）,6100,小売業,14,小売,4,TOPIX Mid400
20241031,8283,ＰＡＬＴＡＣ,プライム（内国株式）,6050,卸売業,13,商社・卸売,4,TOPIX Mid400
20241031,8285,三谷産業,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20241031,8289,Ｏｌｙｍｐｉｃグループ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8291,日産東京販売ホールディングス,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20241031,8301,日本銀行　出資証券,出資証券,-,-,-,-,-,-
20241031,8304,あおぞら銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20241031,8306,三菱ＵＦＪフィナンシャル・グループ,プライム（内国株式）,7050,銀行業,15,銀行,1,TOPIX Core30
20241031,8308,りそなホールディングス,プライム（内国株式）,7050,銀行業,15,銀行,2,TOPIX Large70
20241031,8309,三井住友トラストグループ,プライム（内国株式）,7050,銀行業,15,銀行,2,TOPIX Large70
20241031,8316,三井住友フィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,1,TOPIX Core30
20241031,8331,千葉銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20241031,8334,群馬銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20241031,8336,武蔵野銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20241031,8337,千葉興業銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20241031,8338,筑波銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20241031,8341,七十七銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20241031,8343,秋田銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20241031,8344,山形銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20241031,8345,岩手銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20241031,8346,東邦銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20241031,8349,東北銀行,スタンダード（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20241031,8354,ふくおかフィナンシャルグループ,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20241031,8358,スルガ銀行,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20241031,8359,八十二銀行,プライム（内国株式）,7050,銀行業,15,銀行,4,TOPIX Mid400
20241031,8360,山梨中央銀行,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
